latitude,longitude,geo_id
38.9951,-76.3046,648
42.111,-91.2893,649
41.467,-81.7532,650
31.6186,-94.6834,651
35.618,-118.473,652
40.78,-81.5011,653
39.5964,-119.764,654
29.747,-95.4047,655
40.7171,-89.6011,656
35.7109,-118.562,657
32.7497,-97.0974,658
36.0368,-89.3933,659
41.6468,-85.9353,660
40.6499,-73.967,661
37.3905,-86.7149,662
39.8835,-86.0654,663
42.7846,-71.0705,664
40.8255,-74.0755,665
41.7012,-73.924,666
21.3063,-157.84,667
45.4629,-122.898,668
36.8131,-119.765,669
42.4199,-83.1802,670
34.1244,-117.2,671
42.9515,-78.8544,672
42.6453,-95.1958,673
38.9269,-77.026,674
39.4623,-88.3644,675
39.0929,-94.4199,676
42.1272,-72.529,677
29.594,-90.692,678
30.3358,-81.7646,679
41.3911,-73.4544,680
36.8883,-76.3082,681
40.7072,-73.793,682
41.2396,-75.8962,683
30.2521,-81.7759,684
35.3467,-119.039,685
37.3674,-121.987,686
37.9021,-84.5958,687
39.8957,-79.7177,688
42.4635,-70.9453,689
39.369,-76.5501,690
45.6673,-122.523,691
42.5606,-114.535,692
41.7443,-72.6776,693
38.2705,-81.8073,694
41.039,-73.7751,695
42.9776,-87.9094,696
26.0033,-80.3855,697
42.1128,-72.6118,698
43.0367,-76.1562,699
42.5933,-76.4178,700
32.5275,-83.5688,701
42.3152,-71.0947,702
48.1686,-103.615,703
42.3207,-71.0714,704
47.253,-122.452,705
41.7004,-73.9172,706
36.8442,-119.883,707
32.824,-83.6669,708
39.7729,-86.123,709
38.3565,-81.6159,710
37.3672,-81.1144,711
44.9693,-93.1179,712
40.4116,-104.689,713
36.0886,-119.559,714
39.3486,-76.6782,715
34.242,-77.9372,716
42.5967,-76.1629,717
40.4208,-78.4053,718
39.2966,-76.6262,719
42.3551,-71.0607,720
36.2342,-88.0873,721
44.1934,-72.5177,722
38.707,-77.2622,723
40.4095,-75.7293,724
39.6746,-75.6812,725
33.9388,-118.129,726
40.4926,-74.4774,727
34.163,-84.3107,728
39.2776,-80.3407,729
38.0231,-78.4857,730
37.9939,-84.4569,731
29.9748,-90.0372,732
43.1791,-77.6015,733
39.7391,-84.2221,734
41.792,-72.6605,735
43.1335,-77.6479,736
37.7914,-121.893,737
43.1379,-70.6959,738
41.2596,-75.858,739
39.9892,-75.0967,740
44.9871,-93.2787,741
41.4793,-74.3769,742
40.7004,-74.0836,743
39.9291,-75.1046,744
35.359,-77.991,745
41.9749,-91.6882,746
39.022,-94.5798,747
43.2176,-77.4,748
38.9684,-76.5184,749
31.5823,-84.0761,750
29.469,-98.5285,751
43.4776,-89.7339,752
42.4551,-83.1131,753
38.39,-81.8367,754
36.1381,-95.8777,755
42.2083,-72.606,756
42.9128,-71.9404,757
37.2704,-79.793,758
31.5664,-84.1692,759
42.8469,-78.1482,760
41.3096,-96.1133,761
45.6442,-122.534,762
35.1898,-101.816,763
47.6632,-117.38,764
30.7128,-95.5385,765
37.7267,-89.2029,766
43.7154,-98.0339,767
38.6983,-90.4668,768
43.099,-87.9437,769
32.5239,-92.1076,770
47.8864,-122.24,771
42.3302,-122.874,772
42.246,-75.8267,773
42.0912,-72.55,774
33.7998,-84.514,775
42.9783,-71.4764,776
36.1735,-95.9533,777
42.2931,-71.075,778
33.8574,-84.8367,779
44.0817,-103.216,780
29.4269,-98.5025,781
39.1381,-86.5053,782
48.1009,-114.524,783
29.4059,-98.4633,784
29.9553,-90.1814,785
46.368,-94.1745,786
42.356,-71.0618,787
36.4351,-99.3787,788
29.3663,-98.4417,789
35.6018,-89.7036,790
36.2009,-86.8238,791
37.2021,-93.3401,792
38.341,-81.7462,793
41.0555,-73.5384,794
36.1478,-95.971,795
41.7911,-72.5298,796
29.5533,-81.2302,797
41.5643,-90.5975,798
26.3682,-80.0876,799
39.6227,-111.633,800
36.7387,-108.192,801
39.9474,-75.1681,802
41.1508,-104.736,803
33.2973,-111.83,804
38.7246,-89.8827,805
41.8418,-73.967,806
30.5206,-95.6409,807
39.2946,-76.6745,808
36.1172,-115.95,809
38.9235,-79.8523,810
40.8784,-73.9705,811
39.3381,-76.6679,812
29.791,-95.3731,813
44.7746,-88.6013,814
42.4493,-73.2466,815
27.8006,-97.3964,816
39.8527,-104.973,817
40.2891,-111.691,818
39.1582,-75.5244,819
41.5695,-93.7428,820
42.4878,-89.0185,821
41.1819,-83.421,822
34.1676,-118.373,823
30.1399,-94.1571,824
42.2189,-89.0393,825
42.077,-71.0357,826
38.2663,-85.8064,827
63.3438,-143.098,828
41.3258,-75.7894,829
35.1165,-106.604,830
38.6212,-76.9118,831
30.3293,-90.9939,832
42.6969,-74.9311,833
41.5875,-87.3184,834
42.3029,-71.4495,835
37.7223,-89.8725,836
36.0114,-84.2873,837
41.5255,-87.3191,838
35.7688,-80.2308,839
33.5341,-101.858,840
30.4693,-88.7658,841
64.834,-147.712,842
43.1644,-77.5843,843
43.2778,-86.2085,844
35.3838,-119.019,845
41.8743,-103.66,846
40.3145,-79.371,847
41.8445,-87.6172,848
42.5072,-89.0431,849
34.2333,-77.9229,850
39.798,-84.2556,851
42.267,-89.0822,852
44.6206,-123.073,853
43.066,-87.9375,854
37.3856,-79.0716,855
34.183,-79.3905,856
38.0742,-85.6801,857
45.5356,-122.691,858
29.5188,-98.564,859
33.6654,-95.5515,860
42.2979,-89.1198,861
42.8837,-85.6603,862
36.7593,-119.721,863
39.9254,-76.198,864
61.1888,-150.014,865
41.2367,-95.8737,866
39.1578,-75.5368,867
43.0968,-75.2437,868
31.9733,-84.1419,869
43.0421,-76.1235,870
40.8443,-73.9337,871
29.9535,-90.0705,872
39.1582,-75.4982,873
29.9557,-90.068,874
32.044,-81.107,875
42.4946,-92.3545,876
41.4129,-81.553,877
35.0669,-98.2383,878
39.7682,-94.8426,879
41.7655,-72.6987,880
42.1286,-72.5835,881
43.0959,-79.0439,882
37.9577,-121.291,883
36.3291,-119.644,884
36.1892,-115.265,885
47.5639,-122.288,886
42.5035,-92.4089,887
43.6123,-72.9835,888
38.8184,-104.768,889
41.8425,-87.7221,890
30.6965,-88.044,891
30.6141,-96.323,892
41.9023,-87.7484,893
40.4189,-86.8259,894
40.0419,-84.2053,895
34.0337,-83.7741,896
40.2241,-74.773,897
32.377,-104.228,898
42.0928,-72.0219,899
33.4386,-112.096,900
27.4456,-99.4599,901
40.2221,-74.7336,902
61.4278,-149.787,903
41.6942,-71.5267,904
39.3973,-75.0385,905
40.9174,-81.1,906
29.4202,-98.4037,907
38.2472,-85.7952,908
38.3393,-77.0538,909
36.2063,-119.365,910
38.6697,-77.3524,911
41.7808,-72.6884,912
30.8327,-83.2752,913
41.3292,-72.9686,914
42.0496,-71.0172,915
41.2235,-73.1774,916
40.7789,-81.3868,917
41.889,-87.6417,918
40.8649,-96.6233,919
32.5067,-84.9534,920
37.9757,-87.4926,921
36.9185,-121.784,922
47.6584,-122.313,923
33.423,-112.23,924
40.3005,-74.0052,925
39.5092,-121.57,926
37.3911,-86.868,927
33.594,-112.104,928
44.8123,-73.0847,929
40.9263,-74.1748,930
42.2697,-71.1485,931
39.3472,-76.6719,932
40.4385,-79.8722,933
39.1082,-84.5656,934
29.9714,-90.0607,935
41.9071,-87.9023,936
39.0964,-76.8008,937
39.5099,-76.1838,938
41.9429,-72.0744,939
41.3111,-72.8727,940
37.9959,-121.839,941
38.9039,-104.774,942
41.1715,-73.1695,943
40.3031,-81.9124,944
36.7458,-119.799,945
41.0636,-94.3697,946
34.1647,-117.289,947
35.379,-80.6538,948
40.7893,-96.6618,949
41.6042,-73.9893,950
44.9995,-122.775,951
36.7933,-83.2546,952
40.0259,-76.3189,953
42.3036,-70.9118,954
41.6376,-70.9452,955
37.696,-97.4576,956
33.4983,-112.216,957
41.9297,-87.7392,958
40.8717,-124.087,959
40.6638,-73.6596,960
40.4552,-80.0524,961
44.6586,-70.1234,962
40.1499,-79.5444,963
39.5343,-82.4114,964
33.7584,-84.3822,965
26.1209,-80.2019,966
27.5311,-99.4457,967
29.4249,-95.2612,968
33.1959,-117.379,969
37.3611,-81.1258,970
34.2936,-118.454,971
40.1794,-122.245,972
30.7263,-95.5458,973
37.9869,-121.285,974
36.2397,-86.6795,975
42.4606,-83.1343,976
42.9463,-78.8177,977
42.5437,-90.6779,978
31.1677,-81.5493,979
41.6115,-84.9818,980
39.3649,-76.6077,981
37.6872,-97.3301,982
41.263,-85.8447,983
38.824,-77.0032,984
42.2787,-71.4081,985
40.3107,-124.242,986
62.3163,-150.232,987
33.5006,-112.178,988
41.9465,-87.7275,989
29.9709,-97.8663,990
43.2213,-86.2244,991
47.1487,-119.284,992
41.6479,-70.9287,993
43.0351,-83.4947,994
39.3464,-76.6806,995
40.7061,-74.0621,996
41.6087,-70.9172,997
45.6618,-122.581,998
44.9512,-69.4184,999
38.1912,-85.7876,1000
29.9332,-90.0741,1001
40.6763,-73.9294,1002
42.891,-78.8325,1003
30.174,-85.6517,1004
43.1733,-77.6075,1005
45.5465,-122.565,1006
40.0341,-76.3017,1007
35.2364,-101.849,1008
42.3278,-71.0775,1009
44.9461,-93.0557,1010
45.4864,-122.579,1011
43.1447,-95.138,1012
42.0947,-72.5657,1013
42.1255,-123.575,1014
39.9659,-76.7367,1015
36.1583,-95.9335,1016
41.9603,-74.0567,1017
40.5333,-86.8795,1018
35.9273,-89.9141,1019
42.1051,-72.5914,1020
41.6255,-70.9393,1021
41.6394,-71.0259,1022
39.8592,-76.6172,1023
43.0911,-75.2286,1024
41.7945,-87.648,1025
41.6138,-87.2697,1026
39.308,-76.6466,1027
43.3152,-88.8438,1028
45.5066,-122.617,1029
42.371,-83.4845,1030
35.9342,-78.8918,1031
33.1493,-117.172,1032
41.7947,-72.7176,1033
42.2816,-71.0907,1034
29.6407,-82.3997,1035
29.6632,-82.2919,1036
41.8334,-71.4241,1037
29.7979,-95.4849,1038
58.2827,-134.411,1039
36.7811,-119.692,1040
32.5306,-92.6398,1041
38.8256,-104.846,1042
40.73,-73.4991,1043
41.2081,-111.968,1044
36.6234,-119.773,1045
41.5189,-74.0354,1046
36.7485,-119.694,1047
39.3241,-76.5739,1048
36.5333,-82.5285,1049
42.9065,-112.582,1050
41.1917,-73.1599,1051
38.017,-121.889,1052
39.0944,-96.8866,1053
39.7249,-87.3311,1054
42.4958,-92.3266,1055
40.5465,-74.1415,1056
38.2346,-85.7416,1057
40.7994,-76.862,1058
34.4056,-117.3,1059
42.2564,-71.7961,1060
40.6237,-111.919,1061
35.9715,-83.9371,1062
30.3971,-86.5999,1063
39.8668,-74.1679,1064
42.2553,-83.1462,1065
39.2812,-76.6849,1066
35.1651,-89.9891,1067
33.7116,-78.9529,1068
39.0516,-95.655,1069
38.1836,-85.7878,1070
41.0341,-73.5488,1071
34.9366,-81.9923,1072
64.8827,-147.207,1073
39.6361,-106.524,1074
35.193,-80.8263,1075
39.7431,-75.5444,1076
47.6749,-117.428,1077
43.0506,-78.445,1078
38.4808,-90.8504,1079
43.8142,-111.804,1080
42.8964,-78.8833,1081
39.6367,-77.0053,1082
33.5663,-111.708,1083
40.2077,-76.96,1084
40.3806,-79.9797,1085
32.7485,-93.9895,1086
31.3357,-89.2915,1087
34.9432,-120.443,1088
45.0006,-93.3082,1089
28.9035,-81.2565,1090
40.7011,-73.9134,1091
43.3984,-83.8957,1092
35.1687,-89.9907,1093
41.884,-71.3868,1094
30.0483,-95.5937,1095
41.4917,-79.4565,1096
36.3711,-105.567,1097
